target_R,n,reach_pct,random_walk_pct,diff_pp
0.5,4483,65.09034128931519,66.66666666666667,-1.5763253773514805
1.0,4483,50.18960517510595,50.0,0.1896051751059531
1.5,4483,39.861699754628596,40.0,-0.13830024537140417
2.0,4483,32.83515503011376,33.333333333333336,-0.498178303219575
2.5,4483,27.905420477358913,28.571428571428573,-0.6660080940696602
3.0,4483,23.555654695516395,25.0,-1.4443453044836048
